AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Gesture
3488,-5536,18240,-1990,-582,-651,3
3592,-5236,18252,-2017,-659,-744,3
3576,-5524,18388,-1900,-643,-550,3
3584,-5492,17584,-2117,-337,-1579,3
3880,-5760,17756,-1769,122,-1354,3
3856,-5944,18196,-1477,-92,-1414,3
3948,-6404,19032,-1480,-463,-1517,3
3988,-6704,19516,-2030,-635,-1385,3
3980,-6716,19072,-2938,-777,-1435,3
4192,-6208,18392,-3111,-1064,-1483,3
4152,-6084,17948,-2906,-836,-1367,3
3856,-5892,17736,-2541,-700,-1266,3
3748,-6140,17848,-2209,-304,-1194,3
5080,-6428,17748,-2936,-887,-676,3
4856,-6200,17152,-2917,-1187,-279,3
4284,-6344,17096,-2788,-1548,-101,3
3608,-6612,17164,-2494,-1255,-165,3
3360,-6500,17352,-2434,-1072,-483,3
4052,-6660,17304,-2389,-665,-564,3
4552,-6828,17544,-2611,-481,-574,3
4836,-6676,17444,-2791,-659,-514,3
4484,-6492,17016,-2642,-1020,-307,3
4176,-6496,17276,-2576,-1006,-265,3
4744,-7400,17252,-1431,-1235,-568,3
4920,-7508,17320,-1393,-1170,-694,3
5028,-7528,17800,-1687,-1226,-665,3
5328,-7600,17764,-1914,-1577,-586,3
5680,-7312,17072,-2178,-1871,-496,3
5340,-7244,17164,-2195,-1665,-72,3
4628,-7460,17336,-2250,-1325,89,3
4548,-6716,16756,-2157,-936,16,3
4656,-7016,17064,-2179,-599,-36,3
4352,-7436,17800,-2149,-735,-86,3
5652,-7224,16600,-3195,-1425,-717,3
4972,-7272,16364,-3335,-1647,-653,3
5252,-7296,16484,-3058,-1476,-692,3
5536,-7216,16320,-2684,-1313,-777,3
5652,-7280,16232,-2234,-1397,-678,3
5592,-7820,16240,-1967,-1530,-607,3
5236,-7928,16460,-1922,-1549,-613,3
4960,-7884,16192,-2110,-1351,-738,3
4924,-7856,16128,-2295,-1073,-903,3
5016,-7788,16000,-2332,-619,-1070,3
6252,-8288,16668,-1707,-1497,-415,3
6204,-8044,16528,-1958,-1807,-308,3
5884,-7880,16024,-2188,-1719,-265,3
5608,-7804,15728,-2125,-1454,-261,3
5692,-7784,15844,-2008,-807,-337,3
5928,-8180,15944,-1651,-583,-382,3
6624,-8540,16540,-1386,-551,-225,3
6488,-8708,16676,-1472,-734,-101,3
6620,-8164,16292,-1758,-1191,0,3
6492,-8068,16260,-2208,-889,137,3
6056,-8704,16548,-1705,-1956,256,3
5856,-8740,16180,-1812,-2001,54,3
5372,-8428,15812,-1936,-1757,-119,3
5516,-8128,15940,-2081,-846,-268,3
5872,-8236,16148,-2025,-462,-467,3
6036,-8328,16340,-1830,-659,-576,3
6272,-8280,16152,-1753,-1420,-525,3
6568,-8468,15828,-1618,-1374,-445,3
6236,-8584,16124,-1733,-1432,-452,3
6148,-8264,16032,-1858,-744,-368,3
6436,-8260,14776,-2464,-558,430,3
6596,-8584,14996,-1921,-489,551,3
6488,-8800,15424,-1551,-346,749,3
6556,-9112,15768,-1332,-709,781,3
6656,-9284,15500,-1324,-760,689,3
6784,-9180,15420,-1611,-984,587,3
6464,-8928,15248,-2004,-1191,571,3
6164,-8620,14924,-2202,-1108,441,3
5932,-8428,14524,-1839,-659,269,3
7072,-7480,13940,-1955,-140,148,3
6412,-8812,15756,-1794,-1511,289,3
6272,-9072,16128,-2076,-1467,290,3
6100,-9200,15380,-2327,-1121,199,3
6160,-8816,15096,-2262,-623,269,3
6540,-9276,15424,-1943,-199,511,3
6584,-9372,15560,-1659,-911,533,3
6456,-9384,16148,-1527,-1314,625,3
6244,-9320,15720,-1523,-1826,460,3
6116,-8904,15556,-1800,-1774,318,3
6228,-9036,15212,-2032,-1276,269,3
6520,-8936,14736,-2151,-565,-665,3
6732,-8864,14356,-2478,-334,-681,3
6960,-8832,14072,-2198,-546,-616,3
6680,-9136,14108,-1815,-869,-467,3
6488,-9060,14092,-1704,-952,-211,3
6100,-8768,13920,-1518,-742,-169,3
5904,-9044,14188,-1477,-333,-141,3
6308,-9072,14268,-1407,23,-62,3
6340,-9244,14596,-1547,-31,-7,3
6608,-9156,14484,-1536,15,3,3
6024,-9324,13576,-1788,628,-598,3
5972,-9356,13992,-1370,404,-830,3
6596,-9660,14572,-1057,397,-803,3
7052,-9836,15088,-1284,557,-665,3
7576,-10132,15324,-1542,150,-665,3
7656,-10200,15456,-2099,-108,-577,3
7604,-9808,14544,-2462,-312,-632,3
7248,-9368,13904,-2241,-311,-631,3
6920,-9408,13660,-1714,175,-404,3
6832,-9408,13956,-1350,426,-374,3
4280,-4248,19428,-789,-89,41,3
3492,-4512,19040,-1108,-260,-29,3
3212,-4376,19036,-1252,-512,-344,3
3188,-4428,18744,-1444,-580,-488,3
3448,-4344,18676,-1504,-721,-726,3
4112,-4040,18384,-1268,-751,-1007,3
4400,-4004,18728,-1132,-595,-914,3
4404,-4036,18760,-1044,-476,-939,3
4228,-4036,19124,-995,-791,-960,3
4408,-3748,19348,-1183,-1121,-655,3
4264,-4848,20496,-1785,-134,306,3
4368,-4572,20144,-2190,-453,116,3
4020,-4336,19884,-2215,-777,-7,3
4140,-4300,19604,-1932,-712,-261,3
4228,-4388,19724,-1666,-517,-124,3
4072,-4852,19868,-1427,-513,-178,3
4040,-5664,19736,-1663,-1039,-735,3
4424,-5772,20260,-2246,-1969,-1026,3
4568,-5572,20036,-2812,-1936,-852,3
4396,-5208,19216,-2937,-1573,-683,3
4508,-5192,18176,-638,43,329,3
4336,-5080,18624,-639,-584,4,3
4896,-5420,18804,-721,-690,46,3
4536,-5108,18892,-1272,-632,37,3
4416,-4736,18536,-1439,-344,-69,3
4276,-4624,18340,-1071,110,-7,3
4344,-4524,18280,-614,418,-4,3
4300,-4448,18756,-451,99,-7,3
4544,-4996,19184,-519,-390,202,3
4112,-5308,19700,-1089,-364,339,3
4420,-4960,17964,-2891,256,212,3
4424,-4548,17188,-2327,-3,85,3
4312,-4440,17212,-1651,60,35,3
3908,-4860,17852,-1081,582,-5,3
4128,-5076,18720,-1050,1236,172,3
4152,-5232,18852,-1378,1342,29,3
5000,-5340,18648,-1576,992,258,3
5268,-5364,18172,-1845,715,524,3
5052,-5284,18016,-1943,128,555,3
4928,-4976,17520,-1793,79,691,3
4264,-5516,18404,-1734,9,77,3
4144,-5808,18236,-2140,38,-111,3
4240,-5728,17832,-2495,14,-85,3
4224,-5100,17448,-2391,130,27,3
3716,-5160,17532,-2161,421,236,3
3804,-4936,17564,-2002,1007,423,3
3932,-5284,17752,-1776,966,421,3
4208,-5760,17832,-1649,394,228,3
4256,-5836,17848,-1726,-91,212,3
3836,-5736,17932,-1852,-245,44,3
4124,-5696,18416,-1593,-49,-345,3
3812,-6276,18368,-1569,-268,-564,3
3844,-6468,18284,-1552,-662,-848,3
3804,-6076,18348,-1804,-820,-1050,3
4484,-5520,18168,-1579,-573,-964,3
4212,-5220,17904,-1386,-498,-708,3
4652,-5576,18112,-1097,-504,-510,3
4656,-5944,18348,-1072,-871,-275,3
4492,-6592,18804,-1491,-532,120,3
3964,-6580,18672,-1965,-757,7,3
4448,-6680,17872,-1851,-1438,-250,3
4788,-6456,18104,-1940,-762,-176,3
4844,-6588,18084,-2161,-643,-90,3
4828,-6700,18340,-2413,-639,105,3
4624,-6700,17720,-2671,-828,153,3
4060,-6792,17604,-2392,-1215,124,3
3844,-6280,17068,-2466,-928,-165,3
3664,-6800,17392,-1989,-879,-410,3
3960,-6796,18040,-2067,-687,-427,3
5140,-6632,17660,-2227,-771,-201,3
5480,-8108,16580,-3405,-1419,-114,3
5676,-7496,15864,-3626,-1362,-116,3
5864,-7620,16052,-3121,-1351,60,3
5452,-7988,16252,-2885,-1472,7,3
5012,-7992,16288,-2566,-1727,-43,3
4864,-7888,15920,-2231,-1876,-236,3
4760,-7988,16048,-2126,-1216,-404,3
5040,-8016,16280,-2405,-652,-609,3
5192,-8256,16280,-2582,-531,-491,3
5556,-7940,16420,-2970,-440,-187,3
5372,-8984,15856,-2543,-935,-613,3
5536,-9000,15668,-2582,-475,-691,3
5432,-9228,15512,-2351,-238,-566,3
5600,-9416,15656,-2168,-247,-522,3
5964,-9384,16152,-2043,-426,-446,3
6372,-9348,16256,-2131,-554,-161,3
6284,-9268,16328,-2508,-1010,-172,3
6244,-9272,16068,-2664,-1344,-104,3
5564,-9340,15868,-2818,-1074,-134,3
5308,-9152,15288,-2744,-804,-417,3
5528,-9240,15348,-1864,-1343,-508,3
5676,-9152,15456,-2113,-1330,-615,3
5212,-9168,15340,-2372,-1281,-545,3
5504,-9064,14980,-2599,-302,-501,3
5776,-9472,14964,-2035,-223,-218,3
5740,-9536,14416,-2116,-316,-226,3
5836,-9548,14552,-1620,-772,-391,3
6528,-9760,15240,-1450,-590,-248,3
6844,-9160,15112,-1525,-309,-75,3
6956,-9132,15200,-1645,-378,34,3
5048,-9808,14964,-2106,-667,-69,3
5484,-9816,15308,-2088,-163,-192,3
5996,-9884,15236,-1697,208,-362,3
6408,-9924,15444,-1982,141,-494,3
6688,-9552,15096,-2283,-294,-429,3
6444,-9660,15040,-2209,-815,-347,3
6020,-9600,14704,-2038,-1379,-259,3
5496,-9996,14608,-2128,-1229,-426,3
5368,-9560,14020,-1866,-637,-793,3
6004,-10036,14508,-1526,-28,-662,3
5796,-10352,13656,-2334,-842,143,3
5520,-10392,13472,-2237,-547,-125,3
6224,-10024,13852,-2098,-186,-160,3
6780,-9792,13772,-1933,-68,-33,3
6976,-10080,13896,-1986,-425,32,3
6732,-10380,13584,-1948,-842,17,3
6352,-10132,13748,-2088,-1099,35,3
5832,-9928,13392,-2123,-1025,9,3
5604,-10068,13556,-2001,-553,-30,3
5560,-10056,13608,-1958,-255,-136,3
7024,-10756,14100,-1280,-20,-876,3
7184,-10620,14252,-1392,-251,-560,3
6816,-10788,14108,-1525,-313,-464,3
5884,-10716,13952,-1564,-445,-628,3
5752,-10636,13804,-1690,-153,-797,3
6336,-10536,13676,-1594,214,-887,3
6904,-10628,13680,-1418,134,-992,3
7316,-10636,13768,-1462,-76,-897,3
7316,-10480,13788,-1676,-406,-750,3
7040,-10468,13344,-1766,-424,-717,3
7232,-9260,13220,260,436,-1232,3
7128,-9748,13164,345,681,-1174,3
6980,-10088,13268,387,727,-946,3
6304,-10148,13740,348,329,-841,3
6144,-10148,13904,104,191,-1061,3
6476,-9732,14060,217,248,-1351,3
7384,-8904,13992,315,322,-1210,3
7880,-9216,14412,358,130,-1053,3
7496,-8744,14452,331,-473,-1087,3
2032,-4852,20092,-3237,179,-502,3
2256,-4536,19944,-3127,-378,-931,3
2488,-4508,19900,-2877,-1227,-954,3
2436,-4476,20080,-2937,-1338,-609,3
1984,-4580,19948,-2967,-1365,-570,3
1696,-4720,20020,-2978,-1307,-391,3
1476,-5048,20108,-2994,-1099,-20,3
1568,-5288,19792,-3128,-696,-99,3
1880,-5400,19836,-3333,-493,-137,3
2168,-5636,19680,-3575,-628,-168,3
2272,-6436,18248,-1635,-764,104,3
2076,-6288,18492,-2256,-757,-84,3
1868,-6172,18132,-2369,-1048,-564,3
2388,-5876,17956,-2287,-1214,-761,3
2644,-5596,17788,-2126,-988,-450,3
2652,-5596,17988,-1942,-659,-83,3
2640,-5688,17636,-1686,-251,203,3
2364,-6136,17880,-1389,-117,350,3
2268,-6452,18068,-1312,-374,47,3
2076,-6416,18312,-1388,-842,-330,3
2780,-5932,17424,-878,-1090,-255,3
2792,-6260,17760,-548,-556,52,3
2604,-6492,18268,-774,-198,315,3
2524,-6476,18412,-1005,-181,268,3
2556,-6416,18760,-1386,-411,266,3
2100,-6612,18744,-1860,-327,218,3
2340,-6364,18188,-2186,-270,117,3
2652,-6132,17704,-2085,-61,9,3
2600,-5872,17300,-1496,-258,-220,3
2684,-5944,17768,-1054,-379,-169,3
2652,-6836,19040,-2045,-292,-141,3
2708,-6808,18692,-2148,-437,-183,3
2932,-6832,18108,-2317,-377,-373,3
2884,-6776,17912,-2016,-635,-451,3
2988,-6520,17412,-1764,-629,-513,3
2512,-6692,17756,-1373,-470,-576,3
2928,-6480,18088,-1193,82,-453,3
3068,-6540,18408,-1558,445,-239,3
2976,-7064,18468,-1579,90,-229,3
2948,-6948,18792,-1854,-139,-50,3
3092,-7724,17672,-2358,-1304,-1285,3
3536,-7328,17484,-2300,-1360,-1523,3
4084,-6828,17320,-1860,-1201,-1297,3
3680,-7140,17900,-1576,-872,-699,3
3912,-7360,18436,-1835,-295,-199,3
3368,-7572,18424,-2087,-397,-150,3
3376,-7976,18724,-2411,-677,-177,3
3376,-8008,18484,-3115,-676,-282,3
3444,-7456,17828,-3464,-936,-485,3
3372,-7148,17572,-3265,-1081,-549,3
3144,-8008,16588,-2187,-1586,-111,3
3856,-7796,16388,-2063,-1685,-323,3
3944,-7944,16792,-1832,-1634,-278,3
3432,-7948,16924,-1798,-1416,-304,3
3700,-7912,17020,-1986,-959,-60,3
3828,-8000,17136,-2110,-565,143,3
3352,-8192,17488,-2210,-825,66,3
3652,-8332,16956,-2279,-1085,-103,3
3724,-8232,16988,-2082,-1444,-189,3
3876,-8064,16676,-2017,-1578,-370,3
3596,-8792,16492,-1119,-403,-390,3
3440,-8956,17404,-1262,-204,-219,3
3780,-8876,17136,-1795,-52,-648,3
4036,-8760,17140,-1998,-896,-957,3
4576,-8488,16912,-2617,-938,-1040,3
5264,-7844,16204,-2401,-876,-881,3
4516,-8244,16604,-2237,-1132,-491,3
3744,-8468,16764,-1867,-1263,-667,3
3768,-8700,16724,-1535,-1335,-1000,3
3552,-8736,16732,-1448,-947,-1302,3
5348,-8656,16244,-1851,-575,-809,3
5336,-8832,16276,-1729,-859,-591,3
4844,-9576,16536,-1612,-1295,-792,3
4700,-9700,16720,-1617,-1366,-1152,3
4828,-9352,16856,-1939,-1208,-1211,3
4900,-8988,16472,-2377,-876,-1195,3
5384,-8756,16196,-2362,-578,-941,3
5312,-9028,16636,-2330,-174,-455,3
5092,-9316,16660,-2210,-94,-387,3
4948,-9352,16720,-2321,-270,-379,3
5124,-9316,16088,-2726,-863,-994,3
5584,-9200,15780,-2729,-906,-1051,3
5792,-9128,15636,-2569,-1006,-962,3
5688,-9200,15440,-2495,-1421,-1032,3
5744,-9228,15204,-2518,-1712,-1182,3
5476,-9124,15104,-2298,-1762,-859,3
5448,-9124,14640,-2202,-1049,-679,3
5424,-9572,14984,-1862,-726,-543,3
5840,-9784,15500,-1601,-359,-410,3
6024,-9568,15924,-1582,-519,-232,3
6156,-9732,15204,-2000,-1599,-398,3
5964,-9988,14936,-2071,-1524,-441,3
5980,-10084,14896,-1759,-1280,-619,3
5936,-9676,14404,-1473,-1172,-680,3
5896,-9392,14808,-1289,-889,-577,3
6268,-9184,14324,-1518,-640,-674,3
5504,-9888,15248,-1337,-691,-529,3
5860,-9844,14908,-1653,-425,-305,3
6012,-9832,14600,-1942,-410,-179,3
5480,-10068,15012,-1867,-584,-121,3
5500,-10064,14608,-1847,-1079,-568,3
5200,-9932,14332,-1851,-768,-679,3
5748,-10232,14852,-2118,-234,-612,3
5520,-10212,14832,-2561,-44,-662,3
6004,-10628,14908,-2657,80,-896,3
5932,-10304,14592,-2873,-105,-1195,3
6400,-10036,14188,-2789,-229,-1306,3
6676,-10036,13960,-2365,-481,-978,3
6524,-9744,13904,-2125,-825,-712,3
6364,-10272,14232,-1863,-848,-719,3
7084,-10444,13796,-2026,-116,-731,3
7088,-10092,13488,-2022,-532,-642,3
6488,-10156,13180,-1953,-509,-500,3
6160,-10364,12796,-1815,34,-476,3
5912,-10496,13044,-1571,410,-637,3
6324,-10476,13676,-1579,889,-541,3
6544,-10796,13972,-1573,760,-600,3
6940,-10884,14248,-1722,433,-718,3
3380,-4424,18712,-948,-177,-353,3
3544,-4444,18692,-986,121,-296,3
3532,-4520,19124,-971,211,-203,3
3392,-4408,19028,-890,58,-308,3
3408,-4392,18904,-948,-238,-397,3
3476,-4172,19020,-1016,-462,-276,3
3396,-4260,18792,-1117,-223,-69,3
2820,-4564,18856,-1104,-68,-32,3
2976,-4404,19068,-1012,-144,-251,3
3216,-4472,19088,-882,-529,-436,3
4168,-5812,17556,-2282,-39,168,3
3844,-6260,17912,-1996,-573,-235,3
3612,-6260,17928,-1989,-839,-803,3
3956,-6152,18100,-2289,-1000,-938,3
4496,-6012,18088,-2631,-605,-538,3
4352,-5632,17704,-2616,-553,-285,3
4444,-5624,17700,-2331,-489,-1,3
4484,-5968,17872,-2137,-396,307,3
4292,-6344,18032,-2024,-348,461,3
4320,-6384,18016,-2209,-345,405,3
3904,-6860,17672,-1547,-977,166,3
3760,-7216,18136,-1860,-848,90,3
3716,-7164,18092,-2325,-582,-62,3
3668,-7036,17760,-2668,-615,-63,3
4208,-6624,17700,-2979,-154,61,3
4520,-6296,17060,-2492,-320,67,3
4660,-6136,17164,-1977,-734,66,3
4672,-6304,17388,-1577,-783,394,3
4064,-6744,18248,-1409,-788,423,3
3740,-7188,18080,-1685,-951,232,3
4860,-6872,17400,-2492,-299,387,3
4544,-7024,17336,-2457,-35,661,3
4496,-7228,17396,-2304,-48,634,3
4412,-7392,17456,-2409,-414,503,3
4164,-7420,17452,-2543,-816,350,3
3932,-7376,17076,-2716,-739,153,3
3800,-7192,16668,-2761,-860,-131,3
4028,-7124,16284,-2377,-895,-247,3
3936,-7020,16256,-2025,-852,-169,3
4384,-7076,16268,-1821,-754,68,3
4124,-7836,16524,-1509,-727,-395,3
4280,-7576,16956,-1524,-685,-565,3
4576,-7652,16636,-1336,-749,-559,3
4436,-7964,16664,-1324,-637,-587,3
4636,-8084,17216,-1566,-694,-495,3
4552,-8000,17312,-1965,-422,-223,3
4784,-7792,16880,-2158,-393,7,3
4916,-7640,16556,-2056,-639,-52,3
4904,-7812,16772,-1678,-816,-37,3
4972,-7908,16776,-1621,-914,-35,3
4380,-8344,16412,-1573,-579,-379,3
4780,-7920,17228,-1749,-265,-239,3
4888,-8064,17108,-1892,-8,-180,3
4748,-8196,16864,-1996,-74,-283,3
5056,-7776,16696,-1963,-483,-438,3
5104,-7876,16724,-1907,-988,-399,3
4844,-7796,16624,-1839,-986,-348,3
4436,-7748,16876,-1758,-1021,-607,3
4740,-7968,16608,-1245,-956,-694,3
4784,-8320,16660,-1379,-652,-843,3
5112,-8268,16580,-1095,-478,-246,3
5200,-8636,16708,-1104,-698,-363,3
5428,-8612,16976,-1409,-898,-392,3
5344,-9028,17252,-1795,-1250,-490,3
5440,-8776,17036,-2355,-1585,-566,3
5172,-8468,16388,-2534,-1664,-532,3
4908,-8336,16196,-2396,-1266,-551,3
4868,-8160,16168,-2004,-801,-570,3
5332,-8572,16356,-1709,-169,-474,3
5492,-8464,16448,-1794,-176,-359,3
6140,-8424,15808,-1997,-298,-138,3
6764,-8140,15244,-1830,-39,-127,3
5612,-8800,16184,-1709,-673,-3,3
6256,-8792,16292,-1964,-1062,-222,3
5376,-8728,16092,-1874,-2007,-167,3
5232,-8620,15900,-2040,-1915,-354,3
4920,-8572,15960,-2055,-1387,-415,3
5388,-8148,15616,-1878,-661,-486,3
5520,-8444,16036,-1440,-519,-406,3
5564,-8656,16496,-1866,-316,-459,3
5780,-8764,15728,-1147,-614,-215,3
5872,-9196,16028,-1392,-763,-366,3
5968,-9160,16128,-1978,-799,-582,3
6256,-8904,15840,-2534,-511,-523,3
6260,-8516,14976,-2695,-567,-645,3
5984,-8620,14976,-2049,-688,-433,3
6172,-8732,15020,-1714,-207,-204,3
5752,-9024,15360,-1441,-400,-136,3
5728,-9696,16284,-1114,-961,-392,3
5872,-9440,16132,-1745,-1073,-580,3
6192,-9392,14892,-1910,-601,-916,3
6532,-9428,14528,-1585,-740,-1058,3
6892,-9316,14892,-1442,-447,-874,3
7000,-9136,14984,-1359,-527,-570,3
6868,-9532,15072,-1312,-750,-373,3
6856,-9564,15336,-1448,-672,-105,3
6440,-9640,15196,-1583,-511,41,3
6356,-9680,15304,-1686,-551,51,3
6284,-9504,14980,-1744,-286,-131,3
6424,-9428,15060,-1698,-276,-164,3
6792,-9736,15608,-1813,-810,-53,3
6904,-9664,15164,-2216,-1138,-86,3
6872,-9280,14580,-2199,-1463,15,3
6372,-9072,14384,-1992,-1548,63,3
6352,-9400,14868,-1519,-1238,212,3
6804,-9836,15316,-1317,-470,308,3
7180,-9588,15044,-1464,-69,458,3
7308,-9688,14936,-1449,-423,613,3
6984,-9668,15004,-1800,-555,738,3
6308,-9576,14672,-2077,-832,605,3
6060,-9964,15028,-1882,-518,-154,3
6472,-10068,15004,-1961,-369,-283,3
6944,-10008,14928,-2053,-573,-244,3
6936,-10060,14636,-2222,-1037,-142,3
7032,-9828,14548,-2225,-1323,-183,3
6496,-9700,14372,-2164,-1182,-136,3
6632,-9580,14272,-1905,-593,122,3
6504,-9816,14424,-1690,-129,311,3
6112,-10320,14836,-1542,-227,318,3
6284,-10688,15084,-1752,-617,135,3
6712,-10636,15056,-2143,-863,-560,3
6532,-10460,14796,-2543,-501,-490,3
7060,-10036,14700,-2617,-744,-496,3
6972,-10512,14896,-2452,-976,-285,3
6448,-10684,14544,-2230,-1228,-286,3
6708,-10620,14280,-2111,-1103,-351,3
6940,-10432,14172,-2013,-953,-280,3
7004,-10368,14616,-2224,-588,-171,3
7180,-10256,14684,-2353,-73,-121,3
7292,-10256,14156,-2594,-96,-180,3
6600,-10288,12780,-1660,-690,-934,3
6608,-10468,13200,-1761,-253,-1207,3
6620,-10520,13708,-1692,-319,-1343,3
6872,-9996,13464,-1415,-33,-1376,3
7188,-9580,13356,-1784,122,-1106,3
7444,-10224,13696,-1289,-106,-661,3
7744,-9940,13188,-1275,-604,-534,3
7388,-10980,14188,-1029,-1038,-404,3
6884,-10496,13916,-1409,-1405,-459,3
6488,-10424,13728,-1693,-1324,-693,3
6608,-10268,13400,-1633,-650,-1206,3
6668,-10120,13216,-1656,-653,-1314,3
6896,-9932,13104,-1556,-216,-1289,3
7180,-10140,13604,-1227,146,-946,3
7376,-10344,13472,-1306,470,-650,3
7516,-10632,13644,-1533,631,-523,3
7264,-10676,13432,-1910,442,-655,3
7492,-10180,13100,-2217,218,-788,3
7148,-10392,13004,-2014,54,-808,3
6936,-10068,13024,-1827,200,-975,3
7136,-10544,13168,-1467,-219,-417,3
7376,-10676,13312,-1557,387,-439,3
7168,-10576,13204,-1790,450,-463,3
7216,-10304,13048,-1651,599,-562,3
7188,-10252,12732,-1610,568,-595,3
6980,-10432,13116,-1431,438,-687,3
7132,-10756,13412,-1367,441,-689,3
7220,-10564,13504,-1332,137,-784,3
7700,-10680,13272,-1246,-19,-733,3
7508,-10604,13292,-1405,-220,-760,3
7640,-10712,13468,-1358,70,-176,3
7628,-10496,12904,-1258,-45,-354,3
7816,-10376,12888,-990,-182,-270,3
7760,-10440,12860,-865,-211,-94,3
7836,-10424,13292,-890,-155,-64,3
7816,-10492,12900,-840,-268,-72,3
7756,-10688,12832,-845,-327,13,3
7324,-10772,12876,-842,-220,-46,3
3836,-2936,19072,-1081,-473,-418,3
3668,-2864,18896,-1173,-271,-311,3
3560,-2844,18992,-1211,-100,-226,3
3740,-2708,18976,-1049,221,-208,3
4104,-2900,19140,-816,332,-129,3
4232,-3076,19352,-725,71,-252,3
4464,-3228,19740,-914,-145,-200,3
4436,-3252,19600,-1246,-307,-260,3
4268,-3224,19444,-1333,-168,-274,3
4212,-2988,19484,-1540,188,71,3
3300,-3536,20024,-2484,-357,241,3
3424,-3332,19484,-2577,-259,104,3
3652,-3088,19336,-2509,-424,-25,3
3784,-3004,18876,-2362,-580,-31,3
3744,-3108,18900,-2191,-607,83,3
3620,-3108,18748,-1761,-699,-12,3
3128,-3428,19004,-1612,-763,-36,3
3240,-3640,18776,-1620,-227,-126,3
3292,-3760,19104,-1797,22,-101,3
3680,-3876,19252,-2166,476,45,3
3804,-4128,18832,-1625,82,264,3
3640,-4116,19028,-1581,-132,191,3
3696,-4060,19140,-1721,-251,105,3
3980,-4200,19204,-1844,-383,285,3
3872,-4024,19024,-2014,-499,342,3
4212,-3992,18956,-1908,-493,232,3
4264,-3836,18936,-1731,-508,192,3
4176,-3976,19064,-1769,-424,357,3
4100,-4188,19016,-1661,-93,199,3
3764,-4324,19468,-1688,-159,64,3
4340,-4672,19128,-2843,-137,93,3
3748,-4584,19048,-2973,-343,-67,3
4044,-4348,18628,-3061,-443,-277,3
4148,-4308,18284,-2849,-751,-217,3
4228,-4036,18276,-2733,-273,-563,3
3780,-4204,18280,-2345,-373,-558,3
4064,-4444,18548,-2362,80,-317,3
4112,-4580,18772,-2563,137,8,3
4200,-4792,18960,-2936,100,191,3
3972,-4732,18624,-3263,-391,60,3
4224,-5556,18568,-2373,-299,203,3
4180,-5280,18356,-2740,-279,75,3
4140,-5072,18032,-2762,-747,-271,3
3936,-4488,17704,-2415,-1320,-589,3
3704,-4592,17232,-1809,-1251,-720,3
3828,-4840,17336,-1411,-737,-789,3
4108,-5140,17516,-1090,-259,-802,3
4824,-5160,18036,-1182,23,-290,3
5080,-5460,18700,-1494,-143,222,3
4708,-5668,18824,-1958,-436,396,3
4540,-5616,18396,-1494,-684,-373,3
4620,-5560,18496,-1885,-668,-197,3
4664,-5740,18308,-2180,-612,59,3
4312,-5852,17928,-2348,-476,322,3
4720,-5820,17864,-2213,-51,346,3
4912,-5128,17680,-1990,-425,608,3
4620,-5348,17912,-1682,-309,462,3
4360,-5840,18092,-1606,-347,482,3
4268,-5732,18360,-1886,-379,335,3
3900,-5608,17872,-1863,-589,195,3
5404,-5740,18712,-336,-932,710,3
4644,-5516,18828,-1181,-1151,337,3
4596,-6100,18788,-1899,-1278,51,3
4160,-5404,18244,-2056,-1221,-110,3
4096,-4960,17760,-2134,-979,-253,3
3912,-4908,17660,-1622,-649,-402,3
4196,-5252,17932,-1448,-540,-426,3
4748,-5456,18528,-1470,-113,-70,3
4888,-5428,18540,-1749,-282,-61,3
5132,-5612,18496,-1760,-614,-121,3
4804,-6280,17404,-2196,-970,-1226,3
5184,-5852,17320,-1976,-1043,-1005,3
5772,-5612,17044,-1986,-769,-389,3
5184,-5884,17192,-1728,-742,-192,3
4932,-6288,17504,-1607,-800,-83,3
4720,-6352,17956,-1881,-728,-72,3
5080,-6484,17872,-2106,-918,-184,3
5180,-6648,17768,-2440,-859,-235,3
5488,-6448,17400,-2551,-774,-294,3
5560,-6284,17072,-2458,-987,-395,3
5676,-7096,17216,-2322,-119,-209,3
5148,-7176,16956,-2355,-103,-262,3
5008,-6820,16476,-2457,-45,-450,3
5200,-6500,15784,-2065,136,-644,3
5536,-6644,16376,-1593,395,-332,3
5596,-6688,16316,-1301,518,-342,3
5536,-7092,16764,-932,143,-297,3
5860,-7200,17124,-1462,101,-249,3
6016,-7480,17300,-1676,215,-133,3
5868,-7280,16888,-1949,-12,118,3
5652,-7796,16948,-1929,-808,-269,3
5640,-7808,16816,-2060,-737,-134,3
5568,-7776,16848,-2171,-363,-120,3
5516,-7760,16764,-2004,-236,-207,3
5728,-7636,16952,-1891,-164,18,3
5980,-7536,16692,-2055,-48,32,3
6048,-7804,16816,-1738,-425,109,3
5836,-7900,16924,-1767,-438,218,3
5500,-8048,16924,-1857,-526,89,3
5176,-7996,17028,-1920,-734,-14,3
6140,-8492,16688,-2634,-1817,-975,3
6304,-8104,16368,-2708,-1540,-1053,3
6388,-8168,16212,-2623,-1244,-822,3
6456,-8692,16476,-2371,-1396,-812,3
6528,-8804,16744,-2474,-1612,-758,3
6464,-8420,16840,-2698,-1792,-646,3
6144,-8528,16316,-2759,-2285,-685,3
6328,-8264,15848,-2853,-2054,-832,3
6360,-8264,16000,-2660,-1672,-802,3
6592,-8288,16048,-2644,-1262,-898,3
6688,-9288,14252,-2117,45,400,3
